Source Term ID	Source Term	TEXT2TERM_MAPPING	TEXT2TERM_MAPPING_LABEL	MAPPING	MAPPING_LABEL	CATEGORY	IS_DISEASE	IS_MEASUREMENT	IS_PHENOTYPE	IS_AMOUNT	IS_PROCESS			Total	
F5PjFSsXqB	Other headache syndromes	HP:0002315	Headache	EFO:0009550	headache disorder	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
wdnfEJ5RSF	Unspecified intestinal parasitism	EFO:0009561	parasitic intestinal disease	EFO:0009561	parasitic intestinal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GCJjNvSKGj	Nerve root and plexus disorders	EFO:0009559	nerve plexus disease	EFO:0009559	nerve plexus disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
D2iCEm5kdt	Other diseases of appendix	EFO:0009542	disorder of appendix	EFO:0009542	disorder of appendix	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
A5MSFVu7HX	Small kidney of unknown cause	EFO:0009471	small kidney	EFO:0009471	small kidney	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
Du2TRJ8DQu	Perforation of tympanic membrane	EFO:0009472	tympanic membrane perforation	EFO:0009472	tympanic membrane perforation	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
5jGLd8nPH4	Other spirochaetal infections	EFO:0009567	Spirochaetales Infections	EFO:0009567	Spirochaetales Infections	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HYBu4QutDk	Disturbances of smell and taste	EFO:0009543	disturbances of sensation of smell and taste	EFO:0009543	disturbances of sensation of smell and taste	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
F6us3bLMhE	Other diseases of jaws	EFO:0009468	jaw disease	EFO:0009468	jaw disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9rXnqz7t36	Diseases of Bartholin s gland	EFO:0009469	Bartholin gland disease	EFO:0009469	Bartholin's gland disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GrA2QimBhp	Waist circumference	EFO:0004342	waist circumference	EFO:0004342	waist circumference	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
7aJcGBQEyC	Hip circumference	EFO:0005093	hip circumference	EFO:0005093	hip circumference	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
J92ty3UcwJ	Standing height	EFO:0004339	body height	EFO:0004339	body height	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
68Jb9jjhY7	Sleep duration	EFO:0005271	sleep duration	EFO:0005271	sleep duration	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
FRzr3sGKMn	Morning/evening person (chronotype)	EFO:0008328	chronotype measurement	EFO:0008328	chronotype measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
4ELtGC7ELN	Sleeplessness / insomnia	EFO:0004698	insomnia	EFO:0004698	insomnia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EXshof8qWj	Snoring	HP:0025267	Snoring	EFO:0008341	snoring measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE				
JmhMLdGxLo	Alcohol intake frequency.	EFO:0600084	bowel opening frequency	EFO:0007878	alcohol consumption measurement	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE				
F5fNiKncRn	Mood swings	HP:0000712	Emotional lability	HP:0000720	mood swings	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
G9E2Le2YMu	Irritability	HP:0000737	Irritability	HP:0000737	irritability	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
6jp8YX8Pcp	"Loneliness, isolation"	EFO:0007865	loneliness measurement	EFO:0007865	loneliness measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
GVe3HWePR9	Frequency of tiredness / lethargy in last 2 weeks	HP:0012378	Fatigue	EFO:0007946	tiredness measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE				
stwHdqWSTr	Hearing difficulty/problems with background noise	HP:0000019	Urinary hesitancy	EFO:0004238	hearing loss	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
9pEEjtND2B	Chest pain or discomfort	HP:0100749	Chest pain	HP:0100749	chest pain	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
FGAyTjtmYd	Relative age voice broke	EFO:0007888	age at voice drop	EFO:0007888	age at voice drop	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
7ioQYAMiPc	Age when periods started (menarche)	EFO:0004703	age at menarche	EFO:0004703	age at menarche	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
4EqbVjUHwy	Had menopause	EFO:0003922	menopause	EFO:0003922	menopause	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
7xeppxU2Ux	Forced vital capacity (FVC)	EFO:0004312	vital capacity	EFO:0004312	vital capacity	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
CKkNtXmaY5	Length of menstrual cycle	EFO:0007786	menstrual cycle measurement	EFO:0007786	menstrual cycle measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
9r9GzpvPeJ	Stomach/abdominal pain for 3+ months	HP:0002027	Abdominal pain	EFO:0003766	pain in abdomen	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
55mqpA8ZBD	Gestational diabetes only	EFO:0004593	gestational diabetes	EFO:0004593	gestational diabetes	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DJHknMgwd9	"Diastolic blood pressure, automated reading"	EFO:0006336	diastolic blood pressure	EFO:0006336	diastolic blood pressure	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
KHoypxv97x	"Systolic blood pressure, automated reading"	EFO:0006335	systolic blood pressure	EFO:0006335	systolic blood pressure	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
Fh2ikvQP5B	Pulse rate	EFO:0004326	heart rate	EFO:0004326	heart rate	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
J8hDFrtQr6	Maximum heart rate during fitness test	EFO:0004351	resting heart rate	EFO:0009184	heart rate response to exercise	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE				
4bUp3PEy9z	Fluid intelligence score	EFO:0004337	intelligence	EFO:0004337	intelligence	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
Bktt96dqQu	Birth weight	EFO:0004344	birth weight	EFO:0004344	birth weight	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
xzNqKh3ZNy	Bipolar disorder status	MONDO:0004985	bipolar disorder	EFO:0000289	bipolar disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
H6jLjD2t3G	Neuroticism score	EFO:0004257	neurotic disorder	EFO:0007660	neuroticism measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE				
8Wav8ECfSv	"Forced vital capacity (FVC), Best measure"	EFO:0004312	vital capacity	EFO:0004312	vital capacity	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
DuAhrVGQKF	Body mass index (BMI)	EFO:0004340	body mass index	EFO:0004340	body mass index	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
7BcKuCVoKJ	Weight	EFO:0004338	body weight	EFO:0004338	body weight	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
7Ra63LRKPM	Pulse wave Arterial Stiffness index	EFO:0004517	arterial stiffness measurement	EFO:0004517	arterial stiffness measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
K2k2DVCjek	hayfever or allergic rhinitis	EFO:0005854	allergic rhinitis	EFO:0003956	seasonal allergic rhinitis	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
9veYTvYLUJ	asthma	MONDO:0004979	asthma	EFO:0000270	asthma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
4YXG7hWJE7	emphysema	EFO:0000464	emphysema	EFO:0000464	emphysema	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
D7pXeqLo5s	chronic bronchitis	EFO:0006505	chronic bronchitis	EFO:0006505	chronic bronchitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3md4BZS4rE	COPD (chronic obstructive pulmonary disease)	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DoUeQFcXfW	sarcoidosis	MONDO:0019338	sarcoidosis	ORPHANET.ORDO:797	sarcoidosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
B7432jzLjB	bronchiectasis	MONDO:0004822	bronchiectasis	HP:0002110	bronchiectasis	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
e82uVikn7Z	idiopathic pulmonary fibrosis	EFO:0000768	idiopathic pulmonary fibrosis	EFO:0000768	idiopathic pulmonary fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3VWNQn3Zny	tuberculosis	MONDO:0018076	tuberculosis	ORPHANET.ORDO:3389	tuberculosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
DwQmbWYPYb	Body fat percentage	EFO:0007800	body fat percentage	EFO:0007800	body fat percentage	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
KgqFE48RXF	Whole body fat mass	EFO:0005409	fat body mass	EFO:0005409	fat body mass	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
567rgqbcit	Whole body fat-free mass	EFO:0005409	fat body mass	EFO:0004995	lean body mass	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE				
B6cLv7dhTy	Basal metabolic rate	EFO:0007777	base metabolic rate measurement	EFO:0007777	base metabolic rate measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
3xZFb3izkC	Potassium in urine	EFO:0010952	urinary potassium measurement	HP:0012598	abnormal urine potassium concentration	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
EqgJwvhxqg	Sodium in urine	EFO:0021522	urinary sodium measurement	HP:0012603	abnormal urine sodium concentration	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
DTrfuc3XMV	Age at death	EFO:0005056	age at death	EFO:0005056	age at death	Same	FALSE	TRUE	FALSE	FALSE	FALSE				
69XRqMHmEk	cancer of lip/mouth/pharynx/oral cavity	MONDO:0023644	lip and oral cavity carcinoma	EFO:0005570	oral cavity cancer	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
vNKUu6Nkzg	rectal cancer	EFO:1000657	rectum cancer	EFO:1000657	rectal cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BmdG4xAhZW	lymphoma	EFO:0000574	lymphoma	EFO:0000574	lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5hsjW2QiiV	leukaemia	EFO:1000068	Acute Leukemia	EFO:0000565	leukemia	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
JXHBfHBNWC	multiple myeloma	EFO:0001378	multiple myeloma	EFO:0001378	multiple myeloma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BWHxn2LuMf	hodgkins lymphoma / hodgkins disease	EFO:0000183	Hodgkins lymphoma	EFO:0000183	Hodgkins lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Eu6Dwh3ttF	non-hodgkins lymphoma	EFO:0000183	Hodgkins lymphoma	EFO:0005952	non-Hodgkins lymphoma	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
6VJkaQ6KsN	chronic lymphocytic	EFO:0000095	chronic lymphocytic leukemia	EFO:0000095	chronic lymphocytic leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FixZecUzSv	chronic myeloid	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
C2cktH69kq	malignant melanoma	EFO:0000756	melanoma	EFO:0000756	melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AGhgEFGqxm	basal cell carcinoma	EFO:0004193	basal cell carcinoma	EFO:0004193	basal cell carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HDjCvS2A7o	squamous cell carcinoma	EFO:0000707	squamous cell carcinoma	EFO:0000707	squamous cell carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
A3XdgEAx6g	hypertension	EFO:0000537	hypertension	EFO:0000537	hypertension	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EVjgN6uVVc	heart/cardiac problem	EFO:0003777	heart disease	EFO:0003777	heart disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9AgZHCpHH9	peripheral vascular disease	EFO:0003875	peripheral vascular disease	EFO:0003875	peripheral vascular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8zJKBPE6F5	venous thromboembolic disease	HP:0001907	Thromboembolism	HP:0004936	venous thrombosis	Sibling	FALSE	FALSE	TRUE	FALSE	FALSE				
H9XT2fVKMn	essential hypertension	MONDO:0001134	essential hypertension	EFO:1002032	primary hypertension	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
Di8bTD4Dp8	gestational hypertension/pre-eclampsia	EFO:0000668	preeclampsia	EFO:0000668	preeclampsia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
R86oy96s3Z	angina	EFO:0003913	angina pectoris	EFO:0003913	angina pectoris	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
88PpmutsUS	heart attack/myocardial infarction	EFO:0000612	myocardial infarction	EFO:0000612	myocardial infarction	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BTojuSuPaT	heart failure/pulmonary odema	EFO:0003144	heart failure	EFO:0003144	heart failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4BvkxduPVq	heart arrhythmia	EFO:0004269	cardiac arrhythmia	EFO:0004269	cardiac arrhythmia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3foDS3ckde	cardiomyopathy	EFO:0000318	cardiomyopathy	EFO:0000318	cardiomyopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HmJASXpRgV	stroke	EFO:0000712	stroke	EFO:0000712	stroke	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GGEKau3nAt	transient ischaemic attack (tia)	EFO:0003764	transient ischemic attack	EFO:0003764	transient ischemic attack	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FGnyzY3tah	subdural haemorrhage/haematoma	HP:0100309	Subdural hemorrhage	HP:0100309	subdural hemorrhage	Same	TRUE	FALSE	TRUE	FALSE	FALSE				
ssJK4yhNLu	subarachnoid haemorrhage	EFO:0000713	subarachnoid hemorrhage	EFO:0000713	subarachnoid hemorrhage	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HQsmUcjxpF	leg claudication/ intermittent claudication	EFO:0003876	intermittent vascular claudication	EFO:0003876	intermittent vascular claudication	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GTKHdwtoy7	pulmonary embolism +/- dvt	EFO:0003827	pulmonary embolism	EFO:0003827	pulmonary embolism	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7LRN5ewbsj	deep venous thrombosis (dvt)	EFO:0003907	deep vein thrombosis	EFO:0003907	deep vein thrombosis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
iqyFMcyzS4	asthma	MONDO:0004979	asthma	EFO:0000270	asthma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
CxD2bLMXhL	chronic obstructive airways disease/copd	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
52ENVp54Nv	emphysema/chronic bronchitis	EFO:0006505	chronic bronchitis	EFO:0000464	emphysema	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
cxtTfDzh3t	bronchiectasis	MONDO:0004822	bronchiectasis	HP:0002110	bronchiectasis	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
CJ9kom7a2j	interstitial lung disease	EFO:0004244	interstitial lung disease	EFO:0004244	interstitial lung disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DpjCCoxW5o	asbestosis	EFO:0007153	asbestosis	EFO:0007153	asbestosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KYN4mLwHSg	pulmonary fibrosis	EFO:0009448	pulmonary fibrosis	EFO:0009448	pulmonary fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8ZKH9MRJ2P	fibrosing alveolitis/unspecified alveolitis	MONDO:0017853	hypersensitivity pneumonitis	EFO:0009624	pulmonary alveolitis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
3ANPVi9ZuN	sleep apnoea	HP:0002104	Apnea	EFO:0003877	sleep apnea	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
6mNksDXEWd	pleurisy	EFO:1001825	pleurisy	EFO:1001825	pleurisy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
KLc3UXbmMg	spontaneous pneumothorax/recurrent pneumothorax	HP:0002108	Spontaneous pneumothorax	HP:0002108	spontaneous pneumothorax	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
HAUgPwcpH3	gastro-oesophageal reflux (gord) / gastric reflux	EFO:0003948	gastroesophageal reflux disease	EFO:0003948	gastroesophageal reflux disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EyqR69HNoD	gastric/stomach ulcers	EFO:0009454	gastric ulcer	HP:0004398	peptic ulcer	More Specific	FALSE	FALSE	TRUE	FALSE	FALSE				
DAyZTpRdB2	gastritis/gastric erosions	EFO:0000217	gastritis	EFO:0000217	gastritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5wLA6PVaki	irritable bowel syndrome	EFO:0000555	irritable bowel syndrome	EFO:0000555	irritable bowel syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EzZJnnK8pd	hepatitis	HP:0012115	Hepatitis	HP:0012115	hepatitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
KeSMSTxrqD	infective/viral hepatitis	EFO:0004196	viral human hepatitis infection	EFO:0004196	viral human hepatitis infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
42P8sjFpxC	liver failure/cirrhosis	EFO:0001422	cirrhosis of liver	EFO:0001422	cirrhosis of liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
J73qcupmvU	gall bladder disease	EFO:0003832	gallbladder disease	EFO:0003832	gallbladder disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9mDSRFnFot	cholecystitis	HP:0001082	Cholecystitis	HP:0001082	cholecystitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
F9d5q35asA	pancreatitis	EFO:0000278	pancreatitis	EFO:0000278	pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4xHbsuS8DU	peritonitis	EFO:0008588	peritonitis	EFO:0008588	peritonitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
5gL7TJD6pu	gastrointestinal bleeding	HP:0002239	Gastrointestinal hemorrhage	HP:0002239	gastrointestinal hemorrhage	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
9BcJZv3sTk	renal/kidney failure	EFO:1002048	kidney failure	EFO:1002048	kidney failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
G2GxNPzWVR	urinary tract infection/kidney infection	EFO:0003103	urinary tract infection	EFO:0003103	urinary tract infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CNWwSagbkY	ureteric obstruction/hydronephrosis	HP:0006000	Ureteral obstruction	EFO:0005562	hydronephrosis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
KLFyYC9xUd	urinary frequency / incontinence	HP:0000020	Urinary incontinence	EFO:0006865	urgency urinary incontinence	More General	FALSE	FALSE	TRUE	FALSE	FALSE				
5haEpQ9Fse	diabetes	EFO:0000400	diabetes mellitus	EFO:0000400	diabetes	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DJENDP2Qye	gestational diabetes	EFO:0004593	gestational diabetes	EFO:0004593	gestational diabetes	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7kU6m3cUnk	type 1 diabetes	MONDO:0005147	type 1 diabetes mellitus	EFO:0001359	type i diabetes mellitus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
AtGDZoHjtr	type 2 diabetes	MONDO:0005148	type 2 diabetes mellitus	EFO:0001360	type ii diabetes mellitus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
6EACPUyVwa	parathyroid hyperplasia/adenoma	EFO:1000457	Parathyroid Hyperplasia	EFO:1000457	parathyroid hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
GtrCScezKj	pituitary adenoma/tumour	EFO:1000478	Pituitary Gland Adenoma	EFO:1000478	pituitary gland adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
BWumXLX3EH	encephalitis	MONDO:0019956	encephalitis	EFO:0001423	encephalomyelitis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
7q2TGFb55d	bell's palsy/facial nerve palsy	EFO:0007167	Bell's palsy	EFO:0007167	Bell's palsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
3rwoLibdzr	peripheral neuropathy	EFO:0003100	peripheral neuropathy	EFO:0003100	peripheral neuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4t9BY8Td6k	acute infective polyneuritis/guillain-barre syndrome	EFO:0007292	Guillain-Barre syndrome	EFO:0007292	Guillain-Barre syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Dg49KknoTS	multiple sclerosis	MONDO:0005301	multiple sclerosis	EFO:0003885	multiple sclerosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
EzRdKf7ycQ	parkinsons disease	MONDO:0005180	Parkinson disease	EFO:0002508	Parkinson's disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
5ef3kiHF4z	epilepsy	EFO:0000474	epilepsy	EFO:0000474	epilepsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FFE3erfzbo	migraine	MONDO:0005277	migraine disorder	EFO:0003821	migraine disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
JuxCtsiUmD	spinal injury	MONDO:0037747	spinal injury	EFO:1001919	spinal cord injury	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
C93avYeuND	eye infection	MONDO:0043885	eye infectious disorder	EFO:1001888	eye infection	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE				
K5ddx6Hxbd	retinal problem	EFO:0005716	retinal cancer	EFO:0003839	retinopathy	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
5niLszzkJA	glaucoma	MONDO:0005041	glaucoma	EFO:0000516	glaucoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
EdKKksYDSH	cataract	MONDO:0005129	cataract	EFO:0001059	cataract	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
GELbZNhQ7J	retinal detachment	EFO:0005773	retinal detachment	EFO:0005773	retinal detachment	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
FMADHNCpsk	schizophrenia	MONDO:0005090	schizophrenia	EFO:0000692	schizophrenia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
PcdsSV59v8	deliberate self-harm/suicide attempt	EFO:0004321	attempted suicide	EFO:0004321	attempted suicide	Same	FALSE	FALSE	FALSE	FALSE	TRUE				
3tdDKjnDPy	mania/bipolar disorder/manic depression	MONDO:0004985	bipolar disorder	EFO:0000289	bipolar disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
HN6HoC4QuP	bone disorder	EFO:0004260	bone disease	EFO:0004260	bone disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EuXeiTofvP	joint disorder	EFO:1000999	joint disease	EFO:1000999	joint disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6yuUGR4ejN	osteomyelitis	EFO:0003102	osteomyelitis	EFO:0003102	osteomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
DDDLtSjHqd	osteoporosis	EFO:0003882	osteoporosis	EFO:0003882	osteoporosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
4hTg3f7Dkb	ankylosing spondylitis	EFO:0003898	ankylosing spondylitis	EFO:0003898	ankylosing spondylitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
HV7QWq4W45	low platelets/platelet disorder	MONDO:0002245	blood platelet disease	HP:0001873	thrombocytopenia	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE				
J9DgaFq7Sk	iron deficiency anaemia	HP:0001891	Iron deficiency anemia	HP:0001891	iron deficiency anemia	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
DLRLD4Gf7Z	pernicious anaemia	EFO:0005576	pernicious anemia	EFO:0005576	pernicious anemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6KN9gwyVKv	thalassaemia	MONDO:0011399	alpha thalassemia	EFO:1001996	thalassemia	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE				
6qsswf3J3d	ovarian cyst or cysts	HP:0000138	Ovarian cyst	HP:0000138	ovarian cyst	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
9dyGynqtYu	polycystic ovaries/polycystic ovarian syndrome	EFO:0000660	polycystic ovary syndrome	EFO:0000660	polycystic ovary syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
7PKoB42FFF	uterine fibroids	EFO:0000731	uterine fibroid	EFO:0000731	uterine fibroid	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Dc2aFutW4a	vaginal prolapse/uterine prolapse	EFO:1001864	uterine prolapse	EFO:1001864	uterine prolapse	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Y2Cqyr3qdN	fibrocystic disease	EFO:0003014	breast fibrocystic disease	EFO:0003014	breast fibrocystic disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
CdvSTi7zmj	breast cysts	EFO:1000848	breast cyst	EFO:1000848	breast cyst	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AUb7GPmFRZ	sarcoidosis	MONDO:0019338	sarcoidosis	ORPHANET.ORDO:797	sarcoidosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
8vWsY4Q8MH	vasculitis	EFO:0006803	vasculitis	EFO:0006803	vasculitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
Ji4vUQrxf8	connective tissue disorder	EFO:1001986	connective tissue disease	EFO:1001986	connective tissue disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
9MVZaSzcse	giant cell/temporal arteritis	EFO:1001209	temporal arteritis	EFO:1001209	temporal arteritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
EYAyCjPrbU	polymyalgia rheumatica	EFO:0008518	polymyalgia rheumatica	EFO:0008518	polymyalgia rheumatica	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
AkjVHwzmPk	wegners granulmatosis	EFO:0005297	Granulomatosis with Polyangiitis	EFO:0005297	granulomatosis with polyangiitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
6HEjvcYCf2	systemic lupus erythematosis/sle	MONDO:0007915	systemic lupus erythematosus	EFO:0002690	systemic lupus erythematosus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE				
JgVCa5i3Ym	sjogren's syndrome/sicca syndrome	MONDO:0002254	syndromic disease	EFO:0000699	Sjogren syndrome	More General	TRUE	FALSE	FALSE	FALSE	FALSE				
65aiV8WpTS	allergy or anaphylactic reaction to food	EFO:0020918	non-allergic anaphylaxis	EFO:1001890	food allergy	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE				
6X8CVRsXqu	pneumonia	EFO:0003106	pneumonia	EFO:0003106	pneumonia	Same	TRUE	FALSE	FALSE	FALSE	FALSE				
8f6TohuFGz	peptic ulcer	HP:0004398	Peptic ulcer	HP:0004398	peptic ulcer	Same	FALSE	FALSE	TRUE	FALSE	FALSE				
