Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess			Total	%	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess	
mCMLHykbah	Unspecified intestinal parasitism	EFO:0009561	parasitic intestinal disease	EFO:0009561	parasitic intestinal disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
u4F5annsth	Nerve root and plexus disorders	EFO:0009559	nerve plexus disease	EFO:0009559	nerve plexus disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
c2NCyfiJU8	Other diseases of appendix	EFO:0009542	disorder of appendix	EFO:0009542	disorder of appendix	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YiFed6aZaB	Small kidney of unknown cause	EFO:0009471	small kidney	EFO:0009471	small kidney	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
mRSJRV32dH	Perforation of tympanic membrane	EFO:0009472	tympanic membrane perforation	EFO:0009472	tympanic membrane perforation	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
vCjgGUpcEX	Other spirochaetal infections	EFO:0009567	Spirochaetales Infections	EFO:0009567	Spirochaetales Infections	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
PZpmj6ggfo	Disturbances of smell and taste	EFO:0009543	disturbances of sensation of smell and taste	EFO:0009543	disturbances of sensation of smell and taste	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
ufrYLRpAjE	Other diseases of jaws	EFO:0009468	jaw disease	EFO:0009468	jaw disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
E2DMfVpRtX	Diseases of Bartholin s gland	EFO:0009469	Bartholin gland disease	EFO:0009469	Bartholin's gland disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
uSpcQFDSmH	Waist circumference	EFO:0004342	waist circumference	EFO:0004342	waist circumference	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
LrqSdbjxnL	Hip circumference	EFO:0005093	hip circumference	EFO:0005093	hip circumference	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
2py4exb5bp	Standing height	EFO:0004339	body height	EFO:0004339	body height	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
r94D83yvYU	Sleep duration	EFO:0005271	sleep duration	EFO:0005271	sleep duration	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
3uJWRJofuy	Morning/evening person (chronotype)	EFO:0008328	chronotype measurement	EFO:0008328	chronotype measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
mxCqnBRwLY	Sleeplessness / insomnia	EFO:0004698	insomnia	EFO:0004698	insomnia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4T72oo99QL	Snoring	HP:0025267	Snoring	EFO:0008341	snoring measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
pbu3grQhAp	Alcohol intake frequency.	EFO:0600084	bowel opening frequency	EFO:0007878	alcohol consumption measurement	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE										
z7iXy7mCfT	Mood swings	HP:0000712	Emotional lability	HP:0000720	mood swings	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
8Gd7JLkBPD	Irritability	HP:0000737	Irritability	HP:0000737	irritability	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
Tf6w4Bafka	"Loneliness, isolation"	EFO:0007865	loneliness measurement	EFO:0007865	loneliness measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
yS74VmxrnV	Frequency of tiredness / lethargy in last 2 weeks	HP:0012378	Fatigue	EFO:0007946	tiredness measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
DWsR5rv6di	Hearing difficulty/problems with background noise	HP:0000019	Urinary hesitancy	EFO:0004238	hearing loss	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
ezkVjsLhY9	Chest pain or discomfort	HP:0100749	Chest pain	HP:0100749	chest pain	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
ADt6jk9twB	Relative age voice broke	EFO:0007888	age at voice drop	EFO:0007888	age at voice drop	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
UHHXYoUnX3	Age when periods started (menarche)	EFO:0004703	age at menarche	EFO:0004703	age at menarche	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
uYoQ5LFQGG	Had menopause	EFO:0003922	menopause	EFO:0003922	menopause	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
sinF9jX88v	Forced vital capacity (FVC)	EFO:0004312	vital capacity	EFO:0004312	vital capacity	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
un8iQ9WmfN	Length of menstrual cycle	EFO:0007786	menstrual cycle measurement	EFO:0007786	menstrual cycle measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
LRwgeog6uw	Stomach/abdominal pain for 3+ months	HP:0002027	Abdominal pain	EFO:0003766	pain in abdomen	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
N7vrquapo3	Gestational diabetes only	EFO:0004593	gestational diabetes	EFO:0004593	gestational diabetes	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3axyJn8bd4	"Diastolic blood pressure, automated reading"	EFO:0006336	diastolic blood pressure	EFO:0006336	diastolic blood pressure	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
Wr6Ry7kPpU	"Systolic blood pressure, automated reading"	EFO:0006335	systolic blood pressure	EFO:0006335	systolic blood pressure	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
8wzSi9rSow	Pulse rate	EFO:0004326	heart rate	EFO:0004326	heart rate	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
LmSHnueaMZ	Maximum heart rate during fitness test	EFO:0004351	resting heart rate	EFO:0009184	heart rate response to exercise	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE										
jJkm6gKT3C	Fluid intelligence score	EFO:0004337	intelligence	EFO:0004337	intelligence	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
ioAJqA5u2P	Birth weight	EFO:0004344	birth weight	EFO:0004344	birth weight	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
DJosHUjFQX	Bipolar disorder status	MONDO:0004985	bipolar disorder	EFO:0000289	bipolar disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
sYKjdTzL7B	Neuroticism score	EFO:0004257	neurotic disorder	EFO:0007660	neuroticism measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
wpN7eNBspF	"Forced vital capacity (FVC), Best measure"	EFO:0004312	vital capacity	EFO:0004312	vital capacity	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
it8UnnQ9M3	Body mass index (BMI)	EFO:0004340	body mass index	EFO:0004340	body mass index	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
Un3w4a3oXq	Weight	EFO:0004338	body weight	EFO:0004338	body weight	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
Y5hh9LRgek	Pulse wave Arterial Stiffness index	EFO:0004517	arterial stiffness measurement	EFO:0004517	arterial stiffness measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
KENh6JHgUR	hayfever or allergic rhinitis	EFO:0005854	allergic rhinitis	EFO:0003956	seasonal allergic rhinitis	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
BPiKM2XUVG	asthma	MONDO:0004979	asthma	EFO:0000270	asthma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
SHyLKcxTAJ	emphysema	EFO:0000464	emphysema	EFO:0000464	emphysema	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VFPz3MhMiG	chronic bronchitis	EFO:0006505	chronic bronchitis	EFO:0006505	chronic bronchitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
r4ePcP4TJF	COPD (chronic obstructive pulmonary disease)	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
dETDrRCaUN	sarcoidosis	MONDO:0019338	sarcoidosis	ORDO:797	sarcoidosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
QAaR9xGNEh	bronchiectasis	HP:0002110	Bronchiectasis	HP:0002110	bronchiectasis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
3VrocK8qLF	idiopathic pulmonary fibrosis	EFO:0000768	idiopathic pulmonary fibrosis	EFO:0000768	idiopathic pulmonary fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4DRaAeLuGW	tuberculosis	MONDO:0018076	tuberculosis	ORDO:3389	tuberculosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
uQwzP3r6Jn	Body fat percentage	EFO:0007800	body fat percentage	EFO:0007800	body fat percentage	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
aHV2pBBN9k	Whole body fat mass	EFO:0005409	fat body mass	EFO:0005409	fat body mass	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
JKxrotGnRj	Whole body fat-free mass	EFO:0005409	fat body mass	EFO:0004995	lean body mass	Sibling	FALSE	TRUE	FALSE	FALSE	FALSE										
8jvioXQcPX	Basal metabolic rate	EFO:0007777	base metabolic rate measurement	EFO:0007777	base metabolic rate measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
c52wbDxmxf	Potassium in urine	EFO:0010952	urinary potassium measurement	HP:0012598	abnormal urine potassium concentration	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
6T7jwoYPtb	Sodium in urine	EFO:0021522	urinary sodium measurement	HP:0012603	abnormal urine sodium concentration	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
XpBBWX6xk7	Age at death	EFO:0005056	age at death	EFO:0005056	age at death	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
cMsjqpAxyp	cancer of lip/mouth/pharynx/oral cavity	MONDO:0023644	lip and oral cavity carcinoma	EFO:0005570	oral cavity cancer	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
PkCFSuCSez	rectal cancer	EFO:1000657	rectum cancer	EFO:1000657	rectal cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
wfHjsT4asQ	lymphoma	EFO:0000574	lymphoma	EFO:0000574	lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
gL7UCyqGf9	leukaemia	EFO:1000068	Acute Leukemia	EFO:0000565	leukemia	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
LjjzScZLZu	multiple myeloma	EFO:0001378	multiple myeloma	EFO:0001378	multiple myeloma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
2jES5jqLaT	hodgkins lymphoma / hodgkins disease	EFO:0000183	Hodgkins lymphoma	EFO:0000183	Hodgkins lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
2XM3bL7szz	non-hodgkins lymphoma	EFO:0000183	Hodgkins lymphoma	EFO:0005952	non-Hodgkins lymphoma	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
eQw4iMJxBx	chronic lymphocytic	EFO:0000095	chronic lymphocytic leukemia	EFO:0000095	chronic lymphocytic leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
7NEnBpYyHR	chronic myeloid	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
vAEt9ftvDo	malignant melanoma	EFO:0000756	melanoma	EFO:0000756	melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
xgiNLDRzCy	basal cell carcinoma	EFO:0004193	basal cell carcinoma	EFO:0004193	basal cell carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tuLwNuW6kC	squamous cell carcinoma	EFO:0000707	squamous cell carcinoma	EFO:0000707	squamous cell carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Ucn7B2iFYS	hypertension	EFO:0000537	hypertension	EFO:0000537	hypertension	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
oBMne4r6Ft	heart/cardiac problem	EFO:0003777	heart disease	EFO:0003777	heart disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
JpCo5FJ9Ve	peripheral vascular disease	EFO:0003875	peripheral vascular disease	EFO:0003875	peripheral vascular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
nzUqx2EHTj	venous thromboembolic disease	HP:0001907	Thromboembolism	HP:0004936	venous thrombosis	Sibling	FALSE	FALSE	TRUE	FALSE	FALSE										
Xiu4TKMsvK	essential hypertension	MONDO:0001134	essential hypertension	EFO:1002032	primary hypertension	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
vd9F9VphWz	gestational hypertension/pre-eclampsia	EFO:0000668	preeclampsia	EFO:0000668	preeclampsia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
BMFuW4iu6e	angina	EFO:0003913	angina pectoris	EFO:0003913	angina pectoris	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
umZDJxnQiT	heart attack/myocardial infarction	EFO:0000612	myocardial infarction	EFO:0000612	myocardial infarction	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
kDMvs5rSCY	heart failure/pulmonary odema	EFO:0003144	heart failure	EFO:0003144	heart failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
STPBjrgL3C	heart arrhythmia	MONDO:0007263	cardiac rhythm disease	EFO:0004269	cardiac arrhythmia	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
yazqPohXeb	cardiomyopathy	EFO:0000318	cardiomyopathy	EFO:0000318	cardiomyopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tCLpTsfdEr	stroke	EFO:0000712	stroke	EFO:0000712	stroke	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ApoZzRLrv2	transient ischaemic attack (tia)	EFO:0003764	transient ischemic attack	EFO:0003764	transient ischemic attack	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4wiAFKsR6r	subdural haemorrhage/haematoma	HP:0100309	Subdural hemorrhage	HP:0100309	subdural hemorrhage	Same	TRUE	FALSE	TRUE	FALSE	FALSE										
mpbjDQMnti	subarachnoid haemorrhage	EFO:0000713	subarachnoid hemorrhage	EFO:0000713	subarachnoid hemorrhage	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
NLu6vQmSqo	leg claudication/ intermittent claudication	EFO:0003876	intermittent vascular claudication	EFO:0003876	intermittent vascular claudication	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4UmEhEW3fH	pulmonary embolism +/- dvt	EFO:0003827	pulmonary embolism	EFO:0003827	pulmonary embolism	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
BeumCtssjd	deep venous thrombosis (dvt)	EFO:0003907	deep vein thrombosis	EFO:0003907	deep vein thrombosis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
vhug54Mz9Q	asthma	MONDO:0004979	asthma	EFO:0000270	asthma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
msgRKSVjfT	chronic obstructive airways disease/copd	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
R5nkcbsVF5	emphysema/chronic bronchitis	EFO:0006505	chronic bronchitis	EFO:0000464	emphysema	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
t3EV6NmcGP	bronchiectasis	HP:0002110	Bronchiectasis	HP:0002110	bronchiectasis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
RVkE4rthJT	interstitial lung disease	HP:0006530	Abnormal pulmonary interstitial morphology	EFO:0004244	interstitial lung disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
iUaEJdoZbE	asbestosis	EFO:0007153	asbestosis	EFO:0007153	asbestosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
3Z9CnC67XM	pulmonary fibrosis	EFO:0009448	pulmonary fibrosis	EFO:0009448	pulmonary fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
cJWkGZbfYC	fibrosing alveolitis/unspecified alveolitis	MONDO:0017853	hypersensitivity pneumonitis	EFO:0009624	pulmonary alveolitis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
SyQrEJYDpu	sleep apnoea	HP:0002104	Apnea	EFO:0003877	sleep apnea	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
AX43feN5Hj	pleurisy	EFO:1001825	pleurisy	EFO:1001825	pleurisy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
MH3ZGSv89y	spontaneous pneumothorax/recurrent pneumothorax	HP:0002108	Spontaneous pneumothorax	HP:0002108	spontaneous pneumothorax	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
58AsXhGAsH	gastro-oesophageal reflux (gord) / gastric reflux	EFO:0003948	gastroesophageal reflux disease	EFO:0003948	gastroesophageal reflux disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
BeBEXohd2f	gastric/stomach ulcers	EFO:0009454	gastric ulcer	HP:0004398	peptic ulcer	More Specific	FALSE	FALSE	TRUE	FALSE	FALSE										
Xv3Hf7PhE6	gastritis/gastric erosions	EFO:0000337	chronic gastritis	EFO:0000217	gastritis	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
nVdGYmc75B	irritable bowel syndrome	EFO:0000555	irritable bowel syndrome	EFO:0000555	irritable bowel syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Nr5y5UZecU	hepatitis	HP:0012115	Hepatitis	HP:0012115	hepatitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
fjBedj5Ux3	infective/viral hepatitis	EFO:0004196	viral human hepatitis infection	EFO:0004196	viral human hepatitis infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
HSaGYL2V3i	liver failure/cirrhosis	EFO:0001422	cirrhosis of liver	EFO:0001422	cirrhosis of liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
QSbt8n3Ucg	gall bladder disease	EFO:0003832	gallbladder disease	EFO:0003832	gallbladder disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
g3ny8QdsKr	cholecystitis	HP:0001082	Cholecystitis	HP:0001082	cholecystitis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
iKZkQs2BUq	pancreatitis	EFO:0000278	pancreatitis	EFO:0000278	pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
oWUG2nYdPG	peritonitis	EFO:0008588	peritonitis	EFO:0008588	peritonitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
9VuemzzRve	gastrointestinal bleeding	HP:0002239	Gastrointestinal hemorrhage	HP:0002239	gastrointestinal hemorrhage	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
wqjJ4QHHR7	renal/kidney failure	EFO:1002048	kidney failure	EFO:1002048	kidney failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
qp7vorbUYE	urinary tract infection/kidney infection	EFO:0003103	urinary tract infection	EFO:0003103	urinary tract infection	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
SQEJgfEXok	ureteric obstruction/hydronephrosis	HP:0006000	Ureteral obstruction	EFO:0005562	hydronephrosis	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
RmXdTtAvmh	urinary frequency / incontinence	HP:0000020	Urinary incontinence	EFO:0006865	urgency urinary incontinence	More General	FALSE	FALSE	TRUE	FALSE	FALSE										
zXYuyXcTMS	diabetes	EFO:0000400	diabetes mellitus	EFO:0000400	diabetes	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
KjF7qzVPMD	gestational diabetes	EFO:0004593	gestational diabetes	EFO:0004593	gestational diabetes	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
vxuHo2JDcf	type 1 diabetes	MONDO:0005147	type 1 diabetes mellitus	EFO:0001359	type i diabetes mellitus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
UAZPR7yAmf	type 2 diabetes	MONDO:0005148	type 2 diabetes mellitus	EFO:0001360	type ii diabetes mellitus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
AaDkmgzRBV	parathyroid hyperplasia/adenoma	EFO:1000457	Parathyroid Hyperplasia	EFO:1000457	parathyroid hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
243Cc6cmq4	pituitary adenoma/tumour	EFO:1000478	Pituitary Gland Adenoma	EFO:1000478	pituitary gland adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ha2W5rRaVv	encephalitis	EFO:0001423	encephalomyelitis	EFO:0001423	encephalomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
jynAsQPN4r	bell's palsy/facial nerve palsy	EFO:0007167	Bell's palsy	EFO:0007167	Bell's palsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
oMBHsUrLCt	peripheral neuropathy	EFO:0003100	peripheral neuropathy	EFO:0003100	peripheral neuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
wzXAnSvDdi	acute infective polyneuritis/guillain-barre syndrome	EFO:0007292	Guillain-Barre syndrome	EFO:0007292	Guillain-Barre syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
TpDZukAA42	multiple sclerosis	MONDO:0005301	multiple sclerosis	EFO:0003885	multiple sclerosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
QT5na5WjC3	parkinsons disease	MONDO:0005180	Parkinson disease	EFO:0002508	Parkinson's disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
sLrEDUqaCD	epilepsy	EFO:0000474	epilepsy	EFO:0000474	epilepsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
7jKoVpEfiY	migraine	MONDO:0005277	migraine disorder	EFO:0003821	migraine disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
4pNq5tq4eF	spinal injury	MONDO:0037747	spinal injury	EFO:1001919	spinal cord injury	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
DQmSYKAV3x	eye infection	MONDO:0043885	eye infectious disorder	EFO:1001888	eye infection	Sibling	TRUE	FALSE	FALSE	FALSE	FALSE										
MKBbi9XPot	retinal problem	EFO:0005716	retinal cancer	EFO:0003839	retinopathy	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
ygeMfJCJ6E	glaucoma	MONDO:0005041	glaucoma	EFO:0000516	glaucoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
Z6SuRLcEGQ	cataract	MONDO:0005129	cataract	EFO:0001059	cataract	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
RE8TuWzaVP	retinal detachment	EFO:0005773	retinal detachment	EFO:0005773	retinal detachment	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ou8LBPX4wy	schizophrenia	MONDO:0005090	schizophrenia	EFO:0000692	schizophrenia	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
JpbRpTFAhu	deliberate self-harm/suicide attempt	EFO:0004321	attempted suicide	EFO:0004321	attempted suicide	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
jgpokTgB9W	mania/bipolar disorder/manic depression	MONDO:0004985	bipolar disorder	EFO:0000289	bipolar disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
hWwu8d3o4w	bone disorder	EFO:0004260	bone disease	EFO:0004260	bone disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
6UcapJtUV8	joint disorder	EFO:1000999	joint disease	EFO:1000999	joint disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
LbmkATkynJ	osteomyelitis	EFO:0003102	osteomyelitis	EFO:0003102	osteomyelitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VRZ7yvyyDg	osteoporosis	EFO:0003882	osteoporosis	EFO:0003882	osteoporosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
EUquehRkoi	ankylosing spondylitis	EFO:0003898	ankylosing spondylitis	EFO:0003898	ankylosing spondylitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
QXh2QiXGpL	low platelets/platelet disorder	MONDO:0002245	blood platelet disease	HP:0001873	thrombocytopenia	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
FyfME3EmVL	iron deficiency anaemia	HP:0001891	Iron deficiency anemia	HP:0001891	iron deficiency anemia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
FpeoGvELum	pernicious anaemia	EFO:0005576	pernicious anemia	EFO:0005576	pernicious anemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
eFS3yBaAoC	thalassaemia	ORPHANET.ORDO:846	Alpha-thalassemia	EFO:1001996	thalassemia	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
JDWqHeKeTa	ovarian cyst or cysts	HP:0000138	Ovarian cyst	HP:0000138	ovarian cyst	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
27knrY8xRW	polycystic ovaries/polycystic ovarian syndrome	EFO:0000660	polycystic ovary syndrome	EFO:0000660	polycystic ovary syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
K6YHdYisiu	uterine fibroids	HP:0000131	Uterine leiomyoma	EFO:0000731	uterine fibroid	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
q3zqTwTNu5	vaginal prolapse/uterine prolapse	EFO:1001864	uterine prolapse	EFO:1001864	uterine prolapse	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
CVuXeYDWjy	fibrocystic disease	EFO:0003014	breast fibrocystic disease	EFO:0003014	breast fibrocystic disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YE9gUa3ECP	breast cysts	EFO:1000848	breast cyst	EFO:1000848	breast cyst	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
xkvBv9sfRd	sarcoidosis	MONDO:0019338	sarcoidosis	ORDO:797	sarcoidosis	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
CxY9DWqYUG	vasculitis	EFO:0006803	vasculitis	EFO:0006803	vasculitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
kqnQgLc7Fr	connective tissue disorder	EFO:1001986	connective tissue disease	EFO:1001986	connective tissue disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
DDxjpRWydi	giant cell/temporal arteritis	EFO:1001209	temporal arteritis	EFO:1001209	temporal arteritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
mCVuScCTQL	polymyalgia rheumatica	EFO:0008518	polymyalgia rheumatica	EFO:0008518	polymyalgia rheumatica	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
nxEFcPtPf9	wegners granulmatosis	EFO:0005297	Granulomatosis with Polyangiitis	EFO:0005297	granulomatosis with polyangiitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
dMwdKyLiBi	systemic lupus erythematosis/sle	MONDO:0007915	systemic lupus erythematosus	EFO:0002690	systemic lupus erythematosus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
NwrvFs9Kfu	sjogren's syndrome/sicca syndrome	MONDO:0002254	syndromic disease	EFO:0000699	Sjogren syndrome	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
o3vDkyHRUx	allergy or anaphylactic reaction to food	EFO:0020918	non-allergic anaphylaxis	EFO:1001890	food allergy	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
9DCkPjJ2af	pneumonia	EFO:0003106	pneumonia	EFO:0003106	pneumonia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Ext4VBZUTj	peptic ulcer	HP:0004398	Peptic ulcer	HP:0004398	peptic ulcer	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
fY9KtHzZdh	endometriosis	EFO:0001065	endometriosis	EFO:0001065	endometriosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
