Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess
DOID:5690	well-differentiated liposarcoma	EFO:1000099	Atypical Lipomatous Tumor	EFO:1000099	Atypical Lipomatous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000099	Atypical Lipomatous Tumor	EFO:1000099	Atypical Lipomatous Tumor	EFO:1000099	Atypical Lipomatous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006097	atypical lipomatous tumor	EFO:1000099	Atypical Lipomatous Tumor	EFO:1000099	Atypical Lipomatous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6505	Atypical Lipomatous Tumor/Well Differentiated Liposarcoma	EFO:0000736	well-differentiated liposarcoma	EFO:1000099	Atypical Lipomatous Tumor	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006098	atypical lobular breast hyperplasia	EFO:1000100	Atypical Lobular Breast Hyperplasia	EFO:1000100	Atypical Lobular Breast Hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4730	Breast Atypical Lobular Hyperplasia	EFO:1000100	Atypical Lobular Breast Hyperplasia	EFO:1000100	Atypical Lobular Breast Hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0081041	B-cell prolymphocytic leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000102	B-Cell Prolymphocytic Leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0019461	B-cell prolymphocytic leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4753	B-Cell Prolymphocytic Leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	EFO:1000102	B-Cell Prolymphocytic Leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3999	Bartholin's gland carcinoma	EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:60003	Bartholin's gland cancer	EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0030419	Bartholin bezi karsinomu	EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0002829	bartholin gland carcinoma	EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9055	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	EFO:1000103	Bartholin Gland Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:6961	Bartholin's gland squamous cell carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004053	bartholin gland squamous cell carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C40293	Bartholin Gland Squamous Cell Carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	EFO:1000104	Bartholin Gland Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000105	Basaloid Carcinoma	EFO:1001940	basaloid squamous cell carcinoma	EFO:1000105	Basaloid Carcinoma	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006102	basaloid carcinoma	EFO:1001940	basaloid squamous cell carcinoma	EFO:1000105	Basaloid Carcinoma	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4121	Basaloid Carcinoma	EFO:1001940	basaloid squamous cell carcinoma	EFO:1000105	Basaloid Carcinoma	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000106	Benign Adrenal Gland Pheochromocytoma	EFO:1000106	Benign Adrenal Gland Pheochromocytoma	EFO:1000106	Benign Adrenal Gland Pheochromocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006103	benign adrenal gland pheochromocytoma	EFO:1000106	Benign Adrenal Gland Pheochromocytoma	EFO:1000106	Benign Adrenal Gland Pheochromocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C48305	Non-Metastatic Adrenal Gland Pheochromocytoma	EFO:0000239	adrenal gland pheochromocytoma	EFO:1000106	Benign Adrenal Gland Pheochromocytoma	More General	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0021451	benign neoplasm of brain	EFO:1000107	Benign Brain Neoplasm	EFO:1000107	Benign Brain Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4781	Benign Brain Neoplasm	EFO:1000107	Benign Brain Neoplasm	EFO:1000107	Benign Brain Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000108	Benign Carotid Body Paraganglioma	EFO:1000108	Benign Carotid Body Paraganglioma	EFO:1000108	Benign Carotid Body Paraganglioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006104	benign carotid body paraganglioma	EFO:1000108	Benign Carotid Body Paraganglioma	EFO:1000108	Benign Carotid Body Paraganglioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C79950	Non-Metastatic Carotid Body Paraganglioma	MONDO:0021053	carotid body paraganglioma	EFO:1000108	Benign Carotid Body Paraganglioma	More General	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006105	benign conjunctival neoplasm	EFO:1000110	Benign Conjunctival Neoplasm	EFO:1000110	Benign Conjunctival Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3622	Benign Conjunctival Neoplasm	EFO:1000110	Benign Conjunctival Neoplasm	EFO:1000110	Benign Conjunctival Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0060112	ovarian benign neoplasm	EFO:1000116	Benign Ovarian Neoplasm	EFO:1000116	Benign Ovarian Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2895	Benign Ovarian Neoplasm	EFO:1000116	Benign Ovarian Neoplasm	EFO:1000116	Benign Ovarian Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000121	Benign Smooth Muscle Neoplasm	EFO:1000121	Benign Smooth Muscle Neoplasm	EFO:1000121	Benign Smooth Muscle Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006106	benign smooth muscle neoplasm	EFO:1000121	Benign Smooth Muscle Neoplasm	EFO:1000121	Benign Smooth Muscle Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6510	Benign Smooth Muscle Neoplasm	EFO:1000121	Benign Smooth Muscle Neoplasm	EFO:1000121	Benign Smooth Muscle Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000122	Benign Thyroid Gland Neoplasm	EFO:1000122	Benign Thyroid Gland Neoplasm	EFO:1000122	Benign Thyroid Gland Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006107	benign thyroid gland neoplasm	EFO:1000122	Benign Thyroid Gland Neoplasm	EFO:1000122	Benign Thyroid Gland Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3628	Benign Thyroid Gland Neoplasm	EFO:1000122	Benign Thyroid Gland Neoplasm	EFO:1000122	Benign Thyroid Gland Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5381	bile duct adenoma	EFO:1000123	Bile Duct Adenoma	EFO:1000123	Bile Duct Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000123	Bile Duct Adenoma	EFO:1000123	Bile Duct Adenoma	EFO:1000123	Bile Duct Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006108	bile duct adenoma	EFO:1000123	Bile Duct Adenoma	EFO:1000123	Bile Duct Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2942	Bile Duct Adenoma	EFO:1000123	Bile Duct Adenoma	EFO:1000123	Bile Duct Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4486	malignant biphasic mesothelioma	EFO:1000124	Biphasic Mesothelioma	EFO:1000124	Biphasic Mesothelioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000124	Biphasic Mesothelioma	EFO:1000124	Biphasic Mesothelioma	EFO:1000124	Biphasic Mesothelioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006109	malignant biphasic mesothelioma	EFO:1000124	Biphasic Mesothelioma	EFO:1000124	Biphasic Mesothelioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4282	Biphasic Mesothelioma	EFO:1000124	Biphasic Mesothelioma	EFO:1000124	Biphasic Mesothelioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3711	bladder adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000125	Bladder Adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0002751	bladder adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4032	Bladder Adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	EFO:1000125	Bladder Adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5429	bladder flat intraepithelial lesion	EFO:1000126	Bladder Flat Intraepithelial Lesion	EFO:1000126	Bladder Flat Intraepithelial Lesion	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000126	Bladder Flat Intraepithelial Lesion	EFO:1000126	Bladder Flat Intraepithelial Lesion	EFO:1000126	Bladder Flat Intraepithelial Lesion	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006111	bladder flat intraepithelial lesion	EFO:1000126	Bladder Flat Intraepithelial Lesion	EFO:1000126	Bladder Flat Intraepithelial Lesion	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C37266	Bladder Urothelial Carcinoma In Situ	EFO:0006544	bladder transitional cell carcinoma	EFO:1000126	Bladder Flat Intraepithelial Lesion	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006112	bladder inflammatory myofibroblastic tumor	EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6177	Bladder Inflammatory Myofibroblastic Tumor	EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	EFO:1000127	Bladder Inflammatory Myofibroblastic Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:7132	urinary bladder small cell neuroendocrine carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004114	urinary bladder small cell neuroendocrine carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9461	Bladder Small Cell Neuroendocrine Carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	EFO:1000129	Bladder Small Cell Neuroendocrine Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3742	bladder squamous cell carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000130	Bladder Squamous Cell Carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0002760	bladder squamous cell carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4031	Bladder Squamous Cell Carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	EFO:1000130	Bladder Squamous Cell Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9110	Blast Phase Chronic Myeloid Leukemia, BCR-ABL1 Positive	EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	EFO:1000131	Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0020662	borderline ovarian serous tumor	EFO:1000139	Borderline Ovarian Serous Tumor	EFO:1000139	Borderline Ovarian Serous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5226	Borderline Ovarian Serous Tumor	EFO:1000139	Borderline Ovarian Serous Tumor	EFO:1000139	Borderline Ovarian Serous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0016093	borderline epithelial tumor of ovary	EFO:1000140	Borderline Ovarian Surface Epithelial-Stromal Tumor	EFO:1000140	Borderline Ovarian Surface Epithelial-Stromal Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4783	Borderline Ovarian Epithelial Tumor	EFO:1000140	Borderline Ovarian Surface Epithelial-Stromal Tumor	EFO:1000140	Borderline Ovarian Surface Epithelial-Stromal Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4202	brain stem glioma	EFO:1000142	Brain Stem Glioma	EFO:1000142	Brain Stem Glioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C8501	Brain Stem Glioma	EFO:1000142	Brain Stem Glioma	EFO:1000142	Brain Stem Glioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000143	Breast Carcinoma by Gene Expression Profile	EFO:1000143	Breast Carcinoma by Gene Expression Profile	EFO:1000143	Breast Carcinoma by Gene Expression Profile	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006116	breast carcinoma by gene expression profile	EFO:1000143	Breast Carcinoma by Gene Expression Profile	EFO:1000143	Breast Carcinoma by Gene Expression Profile	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C53553	Breast Carcinoma by Gene Expression Profile	EFO:1000143	Breast Carcinoma by Gene Expression Profile	EFO:1000143	Breast Carcinoma by Gene Expression Profile	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006117	breast diffuse large B-cell lymphoma	EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C40375	Breast Diffuse Large B-Cell Lymphoma	EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	EFO:1000144	Breast Diffuse Large B-Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:10353	fibrosclerosis of breast	EFO:1000145	breast fibrosis	EFO:1000145	breast fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000145	breast fibrosis	EFO:1000145	breast fibrosis	EFO:1000145	breast fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3660	Breast Fibrosis	EFO:1000145	breast fibrosis	EFO:1000145	breast fibrosis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006119	breast mucosa-associated lymphoid tissue lymphoma	EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C35688	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	EFO:1000146	Breast Mucosa-Associated Lymphoid Tissue Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006120	C-cell hyperplasia	EFO:0000536	hyperplasia	EFO:1000147	C-Cell Hyperplasia	More General	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C46100	C-Cell Hyperplasia	EFO:0000536	hyperplasia	EFO:1000147	C-Cell Hyperplasia	More General	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000148	Calcifying Fibrous Tumor	EFO:1000148	Calcifying Fibrous Tumor	EFO:1000148	Calcifying Fibrous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006121	calcifying fibrous tumor	EFO:1000148	Calcifying Fibrous Tumor	EFO:1000148	Calcifying Fibrous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6488	Calcifying Fibrous Tumor	EFO:1000148	Calcifying Fibrous Tumor	EFO:1000148	Calcifying Fibrous Tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006122	calcifying nested epithelial stromal tumor of the liver	EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C96830	Calcifying Nested Stromal-Epithelial Tumor	EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	EFO:1000149	Calcifying Nested Epithelial Stromal Tumor of the Liver	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000150	Cardiac Rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0009729	Cardiaal rhabdomyoom	EFO:1000150	Cardiac Rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006123	cardiac rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6739	Cardiac Rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	EFO:1000150	Cardiac Rhabdomyoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:483	cavernous hemangioma	EFO:1000151	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000151	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0001048	Caverneus hemangioom	EFO:1000151	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0003155	cavernous hemangioma	EFO:1000151	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3086	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	EFO:1000151	Cavernous Hemangioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:5776	cavernous hemangioma of face	EFO:1000152	Cavernous Hemangioma of the Face	EFO:1000152	Cavernous Hemangioma of the Face	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000152	Cavernous Hemangioma of the Face	EFO:1000152	Cavernous Hemangioma of the Face	EFO:1000152	Cavernous Hemangioma of the Face	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0007486	Caverneus hemangioom van het gezicht	EFO:1000151	Cavernous Hemangioma	EFO:1000152	Cavernous Hemangioma of the Face	More General	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0003645	cavernous hemangioma of face	EFO:1000152	Cavernous Hemangioma of the Face	EFO:1000152	Cavernous Hemangioma of the Face	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7053	Cavernous Hemangioma of the Face	EFO:1000152	Cavernous Hemangioma of the Face	EFO:1000152	Cavernous Hemangioma of the Face	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000154	Cecum Neuroendocrine Tumor G1	EFO:1000154	Cecum Neuroendocrine Tumor G1	EFO:1000154	Cecum Neuroendocrine Tumor G1	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006126	cecum neuroendocrine tumor G1	EFO:1000154	Cecum Neuroendocrine Tumor G1	EFO:1000154	Cecum Neuroendocrine Tumor G1	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5501	Cecum Neuroendocrine Tumor G1	EFO:1000154	Cecum Neuroendocrine Tumor G1	EFO:1000154	Cecum Neuroendocrine Tumor G1	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050910	cecum adenoma	EFO:1000020	cecum adenocarcinoma	EFO:1000155	Cecum Villous Adenoma	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000155	Cecum Villous Adenoma	EFO:1000155	Cecum Villous Adenoma	EFO:1000155	Cecum Villous Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0000525	cecum villous adenoma	EFO:1000155	Cecum Villous Adenoma	EFO:1000155	Cecum Villous Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5520	Cecum Villous Adenoma	EFO:1000155	Cecum Villous Adenoma	EFO:1000155	Cecum Villous Adenoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006128	central nervous system anaplastic large cell lymphoma	EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5322	Central Nervous System Anaplastic Large Cell Lymphoma	EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	EFO:1000156	Central Nervous System Anaplastic Large Cell Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3234	central nervous system lymphoma	EFO:1000157	Central Nervous System Lymphoma	EFO:1000157	Central Nervous System Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000157	Central Nervous System Lymphoma	EFO:1000157	Central Nervous System Lymphoma	EFO:1000157	Central Nervous System Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0002571	primary central nervous system lymphoma	EFO:1000157	Central Nervous System Lymphoma	EFO:1000157	Central Nervous System Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9301	Central Nervous System Lymphoma	EFO:1000157	Central Nervous System Lymphoma	EFO:1000157	Central Nervous System Lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000158	Central Nervous System Neoplasm	EFO:1000158	Central Nervous System Neoplasm	EFO:1000158	Central Nervous System Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006130	central nervous system neoplasm	EFO:1000158	Central Nervous System Neoplasm	EFO:1000158	Central Nervous System Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:6458	cerebellar liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000159	Cerebellar Liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0006131	cerebellar liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6905	Cerebellar Liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	EFO:1000159	Cerebellar Liponeurocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:6428	cervical adenoid basal carcinoma	EFO:1000160	Cervical Adenoid Basal Carcinoma	EFO:1000160	Cervical Adenoid Basal Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:1000160	Cervical Adenoid Basal Carcinoma	EFO:1000160	Cervical Adenoid Basal Carcinoma	EFO:1000160	Cervical Adenoid Basal Carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
